0,1,2
-35.227709866367746,-5.870556647298233,Pitimbu
-35.23825404156269,-5.852820897365025,Pitimbu
-35.24281934223844,-5.848684972993065,Pitimbu
-35.256838464091814,-5.857025934582298,Planalto
-35.25277598474539,-5.847672854653431,Planalto
-35.25591276604671,-5.846468427824861,Planalto
-35.175297028214665,-5.890409773863001,Ponta Negra
-35.156228695315846,-5.888230877023857,Ponta Negra
-35.19769665515036,-5.880223148746411,Ponta Negra
-35.20284075918947,-5.877565093037422,Neópolis
-35.214075694697556,-5.861843553432381,Neópolis
-35.20635676375717,-5.87034422238016,Neópolis
-35.19161840243361,-5.86282162354989,Capim Macio
-35.19997028969733,-5.847325675371653,Capim Macio
-35.20860338203438,-5.843238037467467,Capim Macio
-35.25546360326088,-5.717175817971002,Lagoa Azul
-35.272578334011406,-5.723607814865469,Lagoa Azul
-35.26687423240194,-5.726664626102359,Lagoa Azul
-35.22980617737022,-5.747785739138569,Pajuçara
-35.223795409286694,-5.73624496393085,Pajuçara
-35.23946074661688,-5.738251947776286,Pajuçara
-35.208213531410856,-5.808609138358819,Lagoa Seca
-35.21082653131379,-5.804321711994107,Lagoa Seca
-35.20998934877253,-5.810458351153813,Lagoa Seca
-35.20868814740629,-5.796762387768205,Barro Vermelho
-35.211051737440755,-5.795324747738879,Barro Vermelho
-35.21243983835609,-5.796078955203902,Barro Vermelho
-35.223326316180774,-5.837586625138962,Candelária
-35.22168984332283,-5.843920531771398,Candelária
-35.219668861294025,-5.8462734656859,Candelária
-35.19378839108553,-5.77468489581576,Praia do Meio
-35.195029678001724,-5.78022467700774,Praia do Meio
-35.19456140872017,-5.7739534471163525,Praia do Meio
-35.198070690003085,-5.777350187396631,Rocas
-35.20086168601184,-5.773168860257388,Rocas
-35.20048287458023,-5.778797260951567,Rocas
-35.20579102256898,-5.76111050780617,Santos Reis
-35.19930637780776,-5.760814358921326,Santos Reis
-35.199903878228525,-5.7673237897424645,Santos Reis
-35.21404198944191,-5.746913588010661,Redinha
-35.21316759989737,-5.748244513348774,Redinha
-35.213464685235785,-5.751977727494669,Redinha
-35.217055282104845,-5.782292021197634,Salinas
-35.22448571517133,-5.785607914195087,Salinas
-35.214218099906866,-5.783064230160132,Salinas
-35.26123450734791,-5.767612638524409,Igapó
-35.26739211205111,-5.763754750455776,Igapó
-35.271982792083314,-5.763419519888178,Igapó
-35.270885454642496,-5.741152740528911,Nossa Senhora da Apresentação
-35.28774709198505,-5.750704898392714,Nossa Senhora da Apresentação
-35.284633349994735,-5.729430750299503,Nossa Senhora da Apresentação
-35.23450191857562,-5.763561079311914,Potengi
-35.260425707970946,-5.759476015449353,Potengi
-35.247714802803806,-5.751020069488735,Potengi
-35.20648817981964,-5.773092524577693,Ribeira
-35.203835292956306,-5.7728918688972355,Ribeira
-35.201446295917904,-5.7799444799067405,Ribeira
-35.21374508744821,-5.7872422462449045,Cidade Alta
-35.21132550482619,-5.781563874607008,Cidade Alta
-35.207347617171735,-5.787996621441675,Cidade Alta
-35.21393348076199,-5.806496781975326,Alecrim
-35.216878456984375,-5.792948491961528,Alecrim
-35.21875796591353,-5.79336618200176,Alecrim
-35.24016628899229,-5.799637497085177,Nordeste
-35.24624335704425,-5.796675025165583,Nordeste
-35.23941488295338,-5.80148609887076,Nordeste
-35.22661352945178,-5.799652599139109,Quintas
-35.232562397416075,-5.7992347515746765,Quintas
-35.225184590599746,-5.793097209514443,Quintas
-35.23319570506979,-5.806881248758318,Bom Pastor
-35.244983692462846,-5.803429552836071,Bom Pastor
-35.23476016866011,-5.807857629603096,Bom Pastor
-35.22119242390904,-5.8077088776008,Dix-Sept Rosado
-35.224525965263254,-5.809579016866671,Dix-Sept Rosado
-35.22322742099441,-5.810731052277078,Dix-Sept Rosado
-35.22999461859881,-5.817491303826965,Nossa Senhora de Nazaré
-35.237739466264514,-5.816263747396182,Nossa Senhora de Nazaré
-35.22838860999765,-5.819815293750346,Nossa Senhora de Nazaré
-35.216001127325924,-5.818568822224959,Lagoa Nova
-35.19808133422737,-5.8401757155224105,Lagoa Nova
-35.20629825288934,-5.8379698937628435,Lagoa Nova
-35.19262588912223,-5.78748110035301,Mãe Luiza
-35.19180332777591,-5.790239428585804,Mãe Luiza
-35.182935217326666,-5.798690929361406,Mãe Luiza
-35.19798655196822,-5.831452966229811,Nova Descoberta
-35.19615495504474,-5.831183532702976,Nova Descoberta
-35.19765953967497,-5.829325628569698,Nova Descoberta
-35.198304224286346,-5.809988049538711,Tirol
-35.20200274277309,-5.798231939469806,Tirol
-35.19475200990144,-5.7921317406763375,Tirol
-35.19623626224927,-5.784961955131952,Petrópolis
-35.20272482744808,-5.786447563624571,Petrópolis
-35.19558369754695,-5.783525751362689,Petrópolis
-35.188531429454656,-5.789946974801868,Areia Preta
-35.18881571688614,-5.789961947940336,Areia Preta
-35.1914616774562,-5.786985641061747,Areia Preta
-35.2345283587428,-5.8489071601105564,Cidade Nova
-35.23945199317467,-5.829481883829944,Cidade Nova
-35.24180563732239,-5.833514794288922,Cidade Nova
-35.240442061489055,-5.821686583126197,Cidade da Esperança
-35.23519680700838,-5.823399427886838,Cidade da Esperança
-35.231120459657944,-5.823275765651164,Cidade da Esperança
-35.25681032214496,-5.823807209478139,Felipe Camarão
-35.267870460449885,-5.821613052050819,Felipe Camarão
-35.2519393217836,-5.820488030136166,Felipe Camarão
-35.262948816879515,-5.846020535625743,Guarapes
-35.27353798691799,-5.834731048473438,Guarapes
-35.277788541872845,-5.831161721537467,Guarapes
